Link_ID,Time,Current_Moving_Average_throughput,Predicted_Moving_Average_throughput
8,232846002.4,0.252095477,0.2474004
8,232861000.2,0.252086043,0.24729273
8,232861000.3,0.252090474,0.24728768
8,232886000.3,0.252067535,0.24714497
8,232886001.4,0.252070831,0.24715714
8,232886002.4,0.252074265,0.24716975
8,232906004.1,0.252097065,0.24727024
8,232911000.2,0.252099729,0.24727611
8,232911000.3,0.252102442,0.24728614
8,232911003.6,0.252120849,0.24734163
8,232911005.8,0.252150661,0.24745107
8,232926000.3,0.252137966,0.2474491
8,232926001.3,0.252141365,0.24746157
8,232926002.4,0.252144696,0.24747382
8,232931000.2,0.252147597,0.24749936
8,232966000.3,0.252113012,0.247161
8,232966001.3,0.252116445,0.24717365
8,232966002.3,0.252119809,0.24718602
8,232971000.2,0.252121886,0.24720865
8,232971000.4,0.252129784,0.24723771
8,232981000.1,0.252123701,0.2472168
8,233006003.3,0.252132079,0.24729945
8,233006004.9,0.252163012,0.24741316
8,233011004.0,0.252200587,0.24756597
8,233011005.0,0.252204431,0.24758002
8,233011006.1,0.252207863,0.2475927
8,233011007.1,0.252211296,0.2476053
8,233031000.1,0.252194601,0.24752034
8,233031000.2,0.252199029,0.24753663
8,233041000.2,0.252194833,0.24755095
8,233046000.3,0.252193541,0.24756105
8,233046001.4,0.252197007,0.24757373
8,233046002.4,0.252200679,0.2475873
8,233081000.1,0.252168165,0.24722691
8,233086000.3,0.252166256,0.2472226
8,233086001.3,0.25216955,0.24723478
8,233086002.4,0.252172912,0.24724713
8,233091000.1,0.252172894,0.24726205
8,233101000.2,0.252170347,0.24723302
8,233106000.6,0.252172076,0.2472544
8,233111004.0,0.25221011,0.24740945
8,233111005.6,0.252236534,0.24750662
8,233126000.4,0.252224599,0.24750741
8,233126001.4,0.252227755,0.24751899
8,233126002.4,0.252231392,0.24753243
8,233151000.2,0.252210799,0.24747357
8,233166000.3,0.252198142,0.24723577
8,233166001.3,0.252201675,0.2472488
8,233166002.4,0.25220531,0.24726221
8,233171000.2,0.2522103,0.24729554
8,233171000.4,0.252217025,0.24732044
8,233206001.6,0.252197077,0.24730305
8,233206002.9,0.252210489,0.24735244
8,233211000.1,0.252211293,0.24737036
8,233211002.9,0.252235749,0.24746037
8,233211004.0,0.252239075,0.2474726
8,233211005.0,0.252242505,0.24748522
8,233211006.1,0.252245934,0.24749783
8,233221000.1,0.252240956,0.24747963
8,233246000.3,0.252217144,0.24741942
8,233246001.3,0.252221053,0.24743374
8,233246002.4,0.252224344,0.24744587
8,233261000.3,0.252220611,0.24737318
8,233271000.1,0.252214874,0.24728593
8,233281000.1,0.252210304,0.24728285
8,233286000.3,0.252208499,0.2472911
8,233286001.3,0.252211859,0.24730349
8,233286002.4,0.252215595,0.24731736
8,233306003.0,0.252226309,0.24738766
8,233311001.6,0.252238735,0.24741387
8,233311003.2,0.252260404,0.24749362
8,233326000.3,0.25224779,0.24747795
8,233326001.3,0.252250978,0.24748972
8,233326002.4,0.252254097,0.24750121
8,233331000.2,0.252256305,0.2475069
8,233331000.3,0.252261962,0.24752772
8,233351000.2,0.252247712,0.24750541
8,233366000.3,0.252234824,0.2473039
8,233366001.3,0.252238662,0.24731803
8,233366002.4,0.252242089,0.24733071
8,233391000.2,0.252221654,0.24726579
8,233391000.3,0.252229297,0.24729402
8,233406003.8,0.252254419,0.24741112
8,233406005.2,0.252273406,0.24748112
8,233411002.3,0.25229354,0.24757008
8,233411003.4,0.252296795,0.24758206
8,233411004.4,0.25230029,0.24759486
8,233411005.5,0.252304367,0.2476099
8,233421000.2,0.252301721,0.2476007
8,233441000.1,0.252285451,0.24760054
8,233446000.3,0.252283371,0.24756849
8,233446001.3,0.25228738,0.24758318
8,233446002.4,0.252290943,0.24759628
8,233461000.2,0.252281314,0.2474388
8,233486000.3,0.252257625,0.24730273
8,233486001.3,0.252261085,0.24731551
8,233486002.4,0.252264579,0.2473284
8,233491000.2,0.252267436,0.24733907
8,233501000.1,0.252261532,0.24731702
8,233506001.4,0.252271272,0.2473679
8,233506002.5,0.252279836,0.24739952
8,233511000.1,0.25227913,0.24741186
8,233526000.3,0.252266351,0.24739136
8,233526001.3,0.252269673,0.2474036
8,233526002.4,0.252273303,0.24741702
8,233541000.1,0.252261556,0.24739008
8,233551000.1,0.252254557,0.2473712
8,233566000.3,0.252241747,0.24727635
8,233566001.3,0.25224524,0.24728931
8,233566002.4,0.252248664,0.24730201
8,233571000.1,0.252248712,0.24731717
8,233601000.1,0.25222166,0.24725524
8,233601000.2,0.252226934,0.24727473
8,233606001.8,0.252241704,0.24734423
8,233606003.5,0.252264784,0.24742948
8,233611002.3,0.252284145,0.24751571
8,233611003.3,0.252288699,0.24753247
8,233611004.4,0.252292362,0.24754599
8,233611005.4,0.252295751,0.24755849
8,233611006.5,0.252299414,0.2475719
8,233621000.1,0.252293826,0.24755268
8,233646000.3,0.252270049,0.24752465
8,233646001.3,0.252273609,0.2475378
8,233646002.3,0.252276861,0.24754976
8,233671000.2,0.252256412,0.24727416
8,233671000.3,0.252264286,0.24730328
8,233681000.1,0.252259037,0.24731381
8,233686000.2,0.252256755,0.24732037
8,233686001.3,0.252260348,0.24733366
8,233686002.3,0.252263633,0.2473458
8,233706001.9,0.252262516,0.2473737
8,233711001.8,0.252276665,0.24744083
8,233711004.2,0.252311098,0.24756777
8,233721000.1,0.252304756,0.24757423
8,233726000.3,0.25230285,0.24754223
8,233726001.3,0.252306546,0.24755585
8,233726002.4,0.252310823,0.24757162
8,233731000.1,0.252311144,0.24757235
8,233751000.2,0.252297154,0.24755283
8,233766000.3,0.252284421,0.24734418
8,233766001.3,0.252287602,0.24735591
8,233766002.4,0.252291708,0.24737108
8,233771000.1,0.252290524,0.24738163
8,233801000.2,0.252266295,0.24730071
8,233801000.3,0.252270435,0.2473161
8,233806000.5,0.252270651,0.24733183
8,233811002.9,0.252296801,0.24744335
8,233811004.2,0.252310246,0.24749297
8,233811005.2,0.25231394,0.24750663
8,233811006.3,0.252318353,0.24752289
8,233811007.4,0.25232256,0.24753845
8,233831000.1,0.252307179,0.24749994
8,233846000.3,0.252294792,0.2474991
8,233846001.4,0.252298075,0.2475112
8,233846002.4,0.252301666,0.24752443
8,233851000.1,0.252300277,0.24753425
8,233861000.2,0.25229698,0.24750237
8,233881000.1,0.252280707,0.24734293
8,233886000.3,0.252279247,0.24733527
8,233886001.4,0.252282769,0.24734837
8,233886002.4,0.252286257,0.24736124
8,233901000.1,0.252275587,0.24732588
8,233906001.2,0.252283258,0.24736921
8,233906002.5,0.252297861,0.24742322
8,233921000.1,0.25228637,0.24740477
8,233926000.3,0.2522845,0.24741285
8,233926001.3,0.252288055,0.24742597
8,233926002.4,0.252291303,0.24743795
8,233941000.1,0.252279882,0.24739553
8,233961000.1,0.252264505,0.24730632
8,233966000.3,0.252262636,0.24731436
8,233966001.3,0.25226602,0.24732688
8,233966002.4,0.252269336,0.24733919
8,233971000.1,0.252269213,0.24734065
8,234001000.1,0.252242546,0.24728994
8,234006000.6,0.252264745,0.24738696
8,234006001.2,0.252288641,0.24747527
8,234006002.6,0.252317117,0.24758029
8,234006004.2,0.252341901,0.24767157
8,234011003.7,0.252375995,0.24779482
8,234011005.0,0.252391241,0.24785092
8,234011006.0,0.252394556,0.24786307
8,234011007.0,0.252397974,0.24787565
8,234011008.1,0.252401084,0.24788702
8,234016000.1,0.252400759,0.24790066
8,234036000.1,0.252385035,0.24785964
8,234046000.3,0.252377942,0.24786326
8,234046001.3,0.25238153,0.24787639
8,234046002.4,0.252385016,0.24788924
8,234056000.2,0.252381037,0.24788861
8,234076000.1,0.252364292,0.24740337
8,234086000.3,0.252357031,0.2473902
8,234086001.3,0.252360481,0.24740303
8,234086002.4,0.252364035,0.24741617
8,234096000.2,0.252360262,0.24743213
8,234106000.7,0.252380716,0.24748884
8,234106003.0,0.252412835,0.24760756
8,234111002.6,0.252435568,0.24770634
8,234111004.2,0.252463622,0.24780972
8,234116000.1,0.252464043,0.24782614
8,234126000.3,0.252456779,0.24781589
8,234126001.3,0.252460195,0.24782847
8,234126002.4,0.252463679,0.2478413
8,234136000.1,0.252458947,0.2478536
8,234166000.2,0.252433607,0.24745311
8,234166000.3,0.252437194,0.24746636
8,234166001.3,0.252440438,0.24747835
8,234166003.6,0.252443681,0.24749035
8,234176000.1,0.252437824,0.24749869
8,234196000.2,0.25242344,0.24745944
8,234206001.4,0.252427827,0.24750571
8,234206002.7,0.252443743,0.24756472
8,234206003.8,0.252447909,0.24758007
8,234206004.8,0.252451324,0.24759264
8,234206005.9,0.252455012,0.24760629
8,234206006.9,0.252458666,0.24761978
8,234216000.1,0.252453257,0.24762972
8,234226000.1,0.252447977,0.24757896
8,234246000.3,0.252429975,0.24755234
8,234246001.3,0.252433833,0.24756664
8,234246002.4,0.252437145,0.24757883
8,234256000.1,0.252432757,0.24759255
8,234276000.1,0.252417217,0.24743664
8,234286000.1,0.25241119,0.24744424
8,234286000.3,0.252415116,0.24745874
8,234286002.5,0.25241846,0.24747121
8,234286003.5,0.252421874,0.24748382
8,234306002.2,0.252424775,0.24750681
8,234306004.0,0.252452566,0.24760966
8,234311003.1,0.252480674,0.2477284
8,234316000.1,0.25248065,0.24774326
8,234326000.3,0.252473221,0.24772908
8,234326001.3,0.252476941,0.24774279
8,234326002.4,0.252480695,0.24775665
8,234336000.1,0.252473406,0.24775957
8,234336000.2,0.252478765,0.24776617
8,234366000.1,0.252449553,0.24747968
8,234366000.3,0.252453069,0.24747774
8,234366002.4,0.252456719,0.24749127
8,234366003.4,0.252460439,0.2475051
8,234386000.1,0.252444054,0.2474645
8,234396000.2,0.252439837,0.2474639
8,234406002.2,0.252452512,0.24754082
8,234406004.9,0.252493497,0.24769245
8,234411004.1,0.252532035,0.24784969
8,234411005.1,0.252535618,0.24786294
8,234411006.2,0.252539132,0.24787585
8,234411007.2,0.252542544,0.24788842
8,234416000.1,0.252542147,0.24789318
8,234446000.1,0.252514677,0.24783693
8,234446000.3,0.252517884,0.2478306
8,234446002.4,0.252521363,0.24784346
8,234446003.5,0.252524637,0.24785553
8,234466000.2,0.252511528,0.24752218
8,234466000.3,0.252516032,0.24753892
8,234486000.3,0.252497803,0.24753138
8,234486001.3,0.252501385,0.24754465
8,234486002.4,0.252504727,0.247557
8,234506000.6,0.25249029,0.24752223
8,234506001.8,0.252498749,0.24755359
8,234506004.2,0.252525116,0.24765123
8,234526000.2,0.252512762,0.24762939
8,234526000.3,0.252516036,0.24764153
8,234526000.4,0.252522517,0.24766555
8,234526000.5,0.252528077,0.2476861
8,234526001.3,0.252531488,0.24769872
8,234526002.4,0.252535136,0.2477122
8,234566000.3,0.25249586,0.24754117
8,234566001.4,0.252499201,0.24755363
8,234566002.4,0.252502474,0.24756578
8,234576000.1,0.252496828,0.24757488
8,234586000.1,0.25249118,0.24749577
8,234586000.3,0.252497421,0.24751894
8,234606000.8,0.252485102,0.24753326
8,234606003.9,0.252522097,0.24767037
8,234611002.4,0.252542973,0.2477625
8,234611003.5,0.252546109,0.24777408
8,234611004.5,0.252550029,0.2477886
8,234611005.6,0.252553711,0.24780218
8,234646000.2,0.252523546,0.24772055
8,234646000.3,0.252526955,0.24773313
8,234646000.3,0.252534149,0.24775983
8,234646001.3,0.252537557,0.24777234
8,234646002.4,0.252540863,0.24778461
8,234656000.2,0.252539615,0.24780984
8,234686000.3,0.252510639,0.24756065
8,234686001.3,0.252514013,0.24757314
8,234686002.3,0.252517318,0.24758548
8,234696000.1,0.252510379,0.24758968
8,234706001.3,0.25251414,0.24753767
8,234711002.5,0.25253555,0.24763218
8,234711004.2,0.252564315,0.24773867
8,234716000.2,0.252565926,0.24775957
8,234726000.2,0.25256246,0.24777664
8,234726000.3,0.252566038,0.24778983
8,234726001.3,0.252569786,0.2478037
8,234726003.6,0.252573192,0.24781634
8,234746000.1,0.252555187,0.24778177
8,234766000.3,0.252537727,0.24755132
8,234766001.4,0.252541406,0.24756503
8,234766002.4,0.252545153,0.2475789
8,234776000.1,0.252539851,0.2475893
8,234796000.2,0.252525937,0.24753742
8,234796000.3,0.252530809,0.24755551
8,234806002.0,0.252541585,0.24762556
8,234811002.3,0.252561283,0.24771357
8,234811003.7,0.252581519,0.24778849
8,234811004.8,0.252585231,0.24780217
8,234811005.8,0.252588671,0.24781488
8,234811006.9,0.252592248,0.24782813
8,234826000.1,0.252580617,0.24779797
8,234846000.1,0.252564285,0.24778214
8,234846000.3,0.252567759,0.24777389
8,234846001.3,0.25257113,0.24777277
8,234846003.5,0.252574705,0.247786
8,234866000.2,0.252560115,0.2475753
8,234866000.2,0.252563589,0.2475882
8,234886000.3,0.25254566,0.24756914
8,234886001.3,0.252549235,0.24758245
8,234886002.4,0.25255264,0.24759513
8,234906000.1,0.252537032,0.24755353
8,234906000.4,0.252541288,0.24756934
8,234906003.5,0.252559369,0.24763647
8,234906005.9,0.252592707,0.24776003
8,234926000.2,0.25257785,0.2477359
8,234926000.3,0.252582719,0.2477539
8,234926000.3,0.252586363,0.24776745
8,234926001.3,0.252589665,0.24777968
8,234926003.6,0.252593443,0.24779367
8,234966000.1,0.252556302,0.24757442
8,234966000.3,0.252560183,0.24758883
8,234966001.4,0.252563586,0.2476015
8,234966003.5,0.252566921,0.24761388
8,234976000.1,0.252561078,0.24762219
8,234976000.2,0.252566253,0.24762277
8,235006003.3,0.252569412,0.24768095
8,235006005.3,0.252608523,0.24782588
8,235011002.0,0.252624735,0.24790075
8,235011003.0,0.252628206,0.24791361
8,235011004.1,0.252631506,0.24792583
8,235011005.1,0.252635012,0.24793875
8,235026000.1,0.252625224,0.24788786
8,235026000.2,0.252628934,0.2479016
8,235036000.1,0.252623428,0.24789666
8,235046000.3,0.252616219,0.24789989
8,235046001.3,0.252619384,0.2479116
8,235046002.4,0.252622718,0.24792393
8,235086000.1,0.252585386,0.24756566
8,235086000.2,0.252590184,0.24758355
8,235086000.3,0.252593519,0.24759592
8,235086001.3,0.252596989,0.2476088
8,235086003.5,0.252600219,0.2476209
8,235106000.6,0.252604765,0.24766968
8,235106000.8,0.252613271,0.24770124
8,235106002.1,0.252636511,0.24778742
8,235106003.9,0.252663424,0.24788713
8,235106005.0,0.252671147,0.24791573
8,235126000.3,0.252653096,0.24790871
8,235126001.3,0.252656702,0.24792206
8,235126002.4,0.252660205,0.24793503
8,235131000.1,0.252658748,0.24794461
8,235151000.2,0.252643892,0.24789232
8,235161000.2,0.252640021,0.2476497
8,235166000.3,0.252638255,0.24765815
8,235166001.3,0.252641384,0.24766977
8,235166002.4,0.252644682,0.24768206
8,235201000.2,0.252613994,0.24761404
8,235206002.5,0.252635253,0.24770808
8,235206004.6,0.252669536,0.24783531
8,235211003.9,0.252705694,0.247965
8,235211004.9,0.252709434,0.24797887
8,235211006.0,0.252713277,0.24799305
8,235211007.0,0.252716983,0.2480068
8,235221000.1,0.252710498,0.24798475
8,235221000.3,0.252718932,0.248016
8,235246000.3,0.252695408,0.24800359
8,235246001.3,0.252698876,0.2480164
8,235246002.4,0.252702173,0.24802859
8,235261000.1,0.252691504,0.24784482
8,235271000.1,0.252685456,0.2476926
8,235271000.2,0.252689094,0.24770615
8,235286000.3,0.252676623,0.24768126
8,235286001.3,0.252679852,0.24769323
8,235286002.4,0.252683319,0.24770615
8,235306003.4,0.252698865,0.24779566
8,235306004.8,0.252715897,0.24785891
8,235311003.3,0.252745954,0.24797009
8,235321000.2,0.252741744,0.24797131
8,235326000.3,0.252739909,0.24796931
8,235326001.3,0.252743546,0.24798283
8,235326002.4,0.252746808,0.24799499
8,235331000.1,0.252746812,0.24800992
8,235341000.2,0.252744264,0.24800155
8,235366000.3,0.252720987,0.2477399
8,235366001.3,0.252724691,0.24775362
8,235366002.4,0.252727953,0.24776576
8,235391000.1,0.252706824,0.24769968
8,235391000.3,0.252714369,0.24770479
8,235401000.1,0.252708833,0.24771433
8,235406002.3,0.252728747,0.24780335
8,235411000.6,0.252730517,0.24782495
8,235411002.7,0.252751143,0.24790154
8,235411003.7,0.252754744,0.2479149
8,235411004.8,0.252758073,0.24792728
8,235411005.8,0.252761538,0.24794014
8,235441000.1,0.252734163,0.24789903
8,235441000.2,0.252739157,0.24790154
8,235446000.3,0.252737426,0.247889
8,235446001.4,0.252741162,0.24790287
8,235446002.4,0.252744967,0.24791703
8,235451000.1,0.252744494,0.24793026
8,235486000.3,0.252710836,0.24771799
8,235486001.4,0.25271396,0.2477296
8,235486002.4,0.252717356,0.24774222
8,235491000.1,0.252716715,0.24775489
8,235501000.1,0.252712065,0.24769494
8,235506001.5,0.252723275,0.24775176
8,235506002.8,0.25273805,0.24780674
8,235511000.1,0.252738394,0.247823
8,235526000.3,0.252725559,0.24782032
8,235526001.3,0.252729124,0.24783358
8,235526002.4,0.252732384,0.2478457
8,235541000.1,0.252720571,0.24781759
8,235551000.1,0.252714359,0.24781129
8,235561000.1,0.252708589,0.24771497
8,235566000.3,0.252706417,0.24770583
8,235566001.3,0.252709711,0.24771808
8,235566002.4,0.252713615,0.24773261
8,235606003.2,0.252705378,0.24776916
8,235606004.8,0.252732031,0.2478683
8,235606006.2,0.252751383,0.24794012
8,235611000.1,0.252752206,0.24794427
8,235611000.3,0.252757503,0.24796389
8,235611004.6,0.252790366,0.24808581
8,235611005.7,0.252794032,0.24809945
8,235611006.7,0.252797596,0.24811257
8,235611007.8,0.252801092,0.2481255
8,235621000.1,0.252795973,0.24810742
8,235646000.3,0.252772413,0.24809492
8,235646001.3,0.252775705,0.24810706
8,235646002.3,0.25277903,0.2481194
8,235661000.1,0.252767153,0.24789485
8,235661000.2,0.252771668,0.24789423
8,235671000.1,0.252765321,0.24776347
8,235686000.3,0.25275256,0.24774538
8,235686001.3,0.252756225,0.24775901
8,235686002.4,0.252759992,0.247773
8,235706000.5,0.25274452,0.24774781
8,235706001.8,0.252752732,0.24777839
8,235721000.1,0.252741911,0.2477464
8,235721000.3,0.252749479,0.2477746
8,235726000.3,0.25274819,0.24778482
8,235726001.4,0.252751447,0.24779695
8,235726002.4,0.25275484,0.24780959
8,235731000.1,0.2527543,0.24782266
8,235766000.2,0.252719798,0.24772936
8,235766001.3,0.252723496,0.2477431
8,235766002.3,0.252726956,0.24775599
8,235771000.1,0.252725365,0.24776508
8,235781000.1,0.252719634,0.24769413
8,235791000.2,0.252716041,0.24771088
8,235806003.0,0.252731853,0.24781482
8,235806004.4,0.252750409,0.24788384
8,235806005.6,0.252763062,0.24793082
8,235811002.9,0.252788713,0.24804103
8,235811003.9,0.252792105,0.2480536
8,235811005.0,0.252795666,0.24806684
8,235811006.0,0.252799464,0.24808091
8,235821000.1,0.252793263,0.24804887
8,235841000.1,0.252777218,0.24803519
8,235841000.2,0.252781425,0.2480309
8,235846000.3,0.25277939,0.24803834
8,235846001.3,0.252783018,0.24805179
8,235846002.4,0.252786341,0.24806407
8,235881000.1,0.252754804,0.24774523
8,235886000.3,0.25275277,0.24775268
8,235886001.3,0.252756059,0.24776493
8,235886002.4,0.252760433,0.24778116
8,235891000.1,0.252759758,0.24779373
8,235906003.9,0.252785088,0.24787726
8,235906005.4,0.252807875,0.24796203
8,235911000.2,0.25280978,0.24798416
8,235911003.6,0.252842534,0.24810578
8,235926000.3,0.252829819,0.24810348
8,235926001.3,0.252833107,0.24811569
8,235926002.4,0.252836531,0.24812835
8,235931000.1,0.252835821,0.24814063
8,235951000.1,0.252819814,0.24808069
8,235961000.1,0.252814287,0.24791026
8,235966000.3,0.252812117,0.24780467
8,235966001.3,0.252815506,0.24781731
8,235966002.3,0.252818963,0.24783021
8,235991000.1,0.252797437,0.24778374
8,236001000.1,0.252791708,0.24779248
8,236006003.9,0.252827636,0.24792619
8,236006005.5,0.252858582,0.24804127
8,236011003.4,0.252889972,0.2481583
8,236011004.5,0.25289336,0.24817085
8,236011005.5,0.252896647,0.24818304
8,236011006.5,0.252899934,0.24819529
8,236021000.1,0.252894886,0.2481784
8,236041000.1,0.252878068,0.2481758
8,236046000.3,0.252876168,0.24816895
8,236046001.3,0.25287942,0.24818109
8,236046002.4,0.252882707,0.24819332
8,236061000.1,0.252872605,0.24798436
8,236081000.1,0.252856503,0.24783723
8,236086000.3,0.2528544,0.2478445
8,236086001.3,0.252857822,0.24785729
8,236086002.4,0.252861311,0.2478703
8,236101000.1,0.252850568,0.24783419
8,236106001.2,0.252857919,0.2478767
8,236111002.6,0.252880651,0.24795967
8,236111004.0,0.252900809,0.2480347
8,236121000.2,0.252896743,0.2480496
8,236126000.2,0.252894471,0.24805616
8,236126001.3,0.252898061,0.24806957
8,236126002.3,0.252901482,0.24808224
8,236131000.1,0.252901347,0.24809673
8,236151000.1,0.252885383,0.24803902
8,236166000.3,0.252872471,0.2478646
8,236166001.3,0.252875857,0.24787726
8,236166002.3,0.252879277,0.24789
8,236191000.1,0.252857797,0.2478233
8,236206003.2,0.252876249,0.24792196
8,236206004.8,0.252902902,0.24802119
8,236211000.3,0.252909136,0.24805944
8,236211000.4,0.252914826,0.2480806
8,236211004.8,0.252946521,0.24819843
8,236211005.9,0.252949873,0.24821089
8,236211006.9,0.252953259,0.24822347
8,236211008.0,0.252957017,0.24823752
8,236246000.3,0.252922868,0.24817269
8,236246001.3,0.252926389,0.24818575
8,236246002.4,0.252929774,0.24819836
8,236251000.1,0.252930519,0.24821614
8,236261000.1,0.252923978,0.24805024
8,236271000.1,0.252918014,0.24789065
8,236286000.3,0.252905885,0.2478906
8,236286001.4,0.252909033,0.24790233
8,236286002.4,0.252912316,0.24791467
8,236306001.3,0.252905502,0.24790345
8,236311003.2,0.252934815,0.24801606
8,236311004.4,0.252943447,0.2480482
8,236326000.3,0.252930613,0.24803215
8,236326001.3,0.25293403,0.24804486
8,236326002.3,0.252937177,0.2480566
8,236331000.2,0.252939343,0.24807964
8,236331000.4,0.2529496,0.24811786
8,236331000.6,0.252957115,0.24814585
8,236366000.3,0.25292311,0.24793239
8,236366001.3,0.252926392,0.24794462
8,236366002.4,0.252930284,0.24795915
8,236381000.1,0.252917823,0.24793021
8,236381000.2,0.252922155,0.24792527
8,236391000.1,0.252916058,0.24788247
8,236406000.3,0.252904071,0.2478829
8,236411002.0,0.252919837,0.24795683
8,236411003.3,0.252937499,0.2480227
8,236411004.4,0.252941119,0.24803616
8,236411005.4,0.252944502,0.24804878
8,236411006.5,0.252947715,0.24806081
8,236431000.1,0.252930927,0.2480183
8,236441000.1,0.252924797,0.24801333
8,236441000.2,0.252930008,0.2480198
8,236446000.3,0.252928042,0.24802749
8,236446001.3,0.252931526,0.24804047
8,236446002.4,0.252934909,0.2480531
8,236481000.1,0.2529014,0.24788393
8,236486000.3,0.252899571,0.24787916
8,236486001.3,0.25290275,0.24789104
8,236486002.4,0.252905861,0.24790268
8,236491000.1,0.252904846,0.24791396
8,236501000.2,0.252900816,0.2478725
8,236506000.4,0.252900171,0.24788517
8,236506001.5,0.252904872,0.24790272
8,236526000.3,0.25288731,0.24789739
8,236526001.4,0.252890488,0.24790922
